,klant,eigenaar,product_soort,locatie,kwaliteit,klantaanduiding,batch_nummer,batch_volg_nummer,kl_lengte,klant_breedte,klant_dikte,lm_lengte_,lm_breedte,lm_dikte,administratief_gewicht,aantal_stuks,totaal_gealloceerd,coil_nummer_leverancier,klantreferentie,attest_nummer,eerste_charge_nummer,verkoop_order_nummer,omschrijving,binnendiam_coil,buitendiam_coil,binnenbreedte_coil,buitenbreedte_coil,tekst,aanvoerdatum,laatste_transactie,werkbonnummer,bewerking,STATUS,lijst_van_bewerk,werkbonnummer2,bewerking3,STATUS4,lijst_van_bewerk5,laadlijstnummer,geolied,gebeitst,bezoomd,materiaal_status,afroep_referentie,leverdatum,afleveradres,verpakking,Gestempeld,a_nummer,gekoppeld_aan_afroep,bewerking_referentie,coilnummer_leverancier
11693,Toni Holmes,Sandy Young,PLAAT,NL15,D240Y,SSAB Domex 240YPB,T6335,2.0,3000.0,1501.0,"15,03",3000.0,1501.0,"15,03","2135,38",4,"2135,38",472498,32931,8870,2881,502,47664000,,,,,8697306,2020-06-05,2020-06-05,615486938,VERPAKKEN,3,BE+VP,18,VERPAKKEN,3,BE+VP,877415465,1.0,1.0,0.0,,2363490001,2020-06-03,"USNS Thompson
FPO AE 96725",PACKI,0.0,4455145,,26746800,70259
11694,Jennifer Pace,Travis Wade DDS,PLAAT,NL15,D240Y,SSAB Domex 240YPB,T6335,3.0,3000.0,1501.0,"15,03",3000.0,1501.0,"15,03","2135,38",4,"2135,38",472498,678,2153403,60058,53624,0,,,,,78,2020-06-05,2020-06-05,94,VERPAKKEN,3,BE+VP,8628213,VERPAKKEN,3,BE+VP,505805246,1.0,1.0,0.0,,2363490001,2020-06-03,"PSC 9393, Box 0593
APO AE 60133",PACKI,0.0,985,,2121444,4732778
11695,Kristy Miller,David Mills,PLAAT,NL15,D240Y,SSAB Domex 240YPB,T6335,4.0,3000.0,1501.0,"15,03",3000.0,1501.0,"15,03","2135,38",4,"2135,38",472498,502309,6,78120459,5697077,94762949,,,,,98,2020-06-05,2020-06-05,5292764,VERPAKKEN,3,BE+VP,92998,VERPAKKEN,3,BE+VP,37983147,1.0,1.0,0.0,,2363490001,2020-06-03,"5266 Carl Spring Suite 263
North Benjaminberg, KY 90384",PACKI,0.0,1310,,913321579,74249817
11696,Taylor Schmidt,Shelley Hawkins,PLAAT,NL15,D240Y,SSAB Domex 240YPB,T6335,5.0,3000.0,1501.0,"15,03",3000.0,1501.0,"15,03","2135,38",4,"2135,38",472498,854,3615,8744,771203,79844037,,,,,916284863,2020-06-05,2020-06-05,406824,VERPAKKEN,3,BE+VP,27,VERPAKKEN,3,BE+VP,2,1.0,1.0,0.0,,2363490001,2020-06-03,"046 Michelle Forge Suite 314
North Benjamin, DC 02332",PACKI,0.0,9,,7487986,191
11697,Lori Bean,Kevin Myers,PLAAT,NL15,D240Y,SSAB Domex 240YPB,T6335,6.0,3000.0,1501.0,"15,03",3000.0,1501.0,"15,03","2135,38",4,"2135,38",472498,3,70,8363487,6883,23871,,,,,6349821,2020-06-05,2020-06-05,47,VERPAKKEN,3,BE+VP,52,VERPAKKEN,3,BE+VP,5943,1.0,1.0,0.0,,2363490001,2020-06-03,"66913 Gene Burgs Apt. 933
Stewarttown, CO 64446",PACKI,0.0,175128266,,7501147,330
11698,Natalie Mitchell,Melanie Dawson,PLAAT,NL15,D240Y,SSAB Domex 240YPB,T6335,7.0,3000.0,1501.0,"15,03",3000.0,1501.0,"15,03","2135,38",4,"2135,38",472498,218,56082883,618431642,3802,9788,,,,,823,2020-06-05,2020-06-05,50362554,VERPAKKEN,3,BE+VP,706720,VERPAKKEN,3,BE+VP,2896,1.0,1.0,0.0,,2363490001,2020-06-03,"2537 Paula Crossing Apt. 030
South Patrick, WY 59828",PACKI,0.0,24106,,467156,201447597
11699,Nicole Griffin,Kevin Hawkins,PLAAT,NL15,D240Y,SSAB Domex 240YPB,T6335,8.0,3000.0,1501.0,"15,03",3000.0,1501.0,"15,03","2135,38",4,"2135,38",472498,32929,167752,50418505,621,9,,,,,8135,2020-06-05,2020-06-05,685340580,VERPAKKEN,3,BE+VP,7,VERPAKKEN,3,BE+VP,484,1.0,1.0,0.0,,2363490001,2020-06-03,"922 Patrick Valley Suite 217
New Albert, CA 64620",PACKI,0.0,6609515,,870699312,3860192
11700,Vanessa Sims,James Turner,PLAAT,NL15,D240Y,SSAB Domex 240YPB,T6335,9.0,3000.0,1501.0,"15,03",3000.0,1501.0,"15,03","2135,38",4,"2135,38",472498,1524,78,796,6632,5345,,,,,283504055,2020-06-05,2020-06-05,10,VERPAKKEN,3,BE+VP,479422791,VERPAKKEN,3,BE+VP,1,1.0,1.0,0.0,,2363490001,2020-06-03,"40114 Jonathan Junctions Suite 479
Jenniferborough, NH 77634",PACKI,0.0,62,,808849,2640
11701,Patricia Gomez,Catherine Hart,PLAAT,NL15,D240Y,SSAB Domex 240YPB,T6335,10.0,3000.0,1501.0,"15,03",3000.0,1501.0,"15,03","2135,38",4,"2135,38",472498,25844,93001625,98636923,9612,65,,,,,73466136,2020-06-05,2020-06-05,129193,VERPAKKEN,3,BE+VP,4,VERPAKKEN,3,BE+VP,70,1.0,1.0,0.0,,2363490001,2020-06-03,"3643 Bond Passage
East Craig, VI 39275",PACKI,0.0,26333237,,80,0
11702,Kimberly Burns,Michael Anderson,PLAAT,NL15,D240Y,SSAB Domex 240YPB,T6335,11.0,3000.0,1501.0,"15,03",3000.0,1501.0,"15,03","1601,58",3,"1601,58",472498,746069,1066,7,282,77956,,,,,243835437,2020-06-05,2020-06-05,2077,VERPAKKEN,3,BE+VP,350250,VERPAKKEN,3,BE+VP,73,1.0,1.0,0.0,,2363490001,2020-06-03,"92493 Golden Island
Phillipsland, AR 56079",PACKI,0.0,272,,9908960,79
11703,Richard Harvey,Katie Becker,COILS,MGZN,S355M,S355MC,T6336,0.0,0.0,2000.0,"7,95",0.0,2010.0,"7,9",30180,1,,4613781,47,4,540775,30,20111806,750.0,1737.0,2010.0,2010.0,11084,2020-05-29,2020-06-02,4488,,,,210257,,,,3146,0.0,0.0,0.0,,,,"77840 Torres Tunnel
Port Chelsea, OR 52379",onbekend,,67,,230715177,6
11704,Russell Frost,Brittany White,PLAAT,LB09,S355M,S355MC,T6337,1.0,4000.0,1500.0,20,4000.0,1513.0,"19,91","1895,64",2,,4536951,2,3379007,24,919080749,79478,750.0,1940.0,1513.0,1513.0,9,2020-06-03,2020-06-05,796381,,,,5,DECOILEN,3,DE,944679,0.0,0.0,0.0,,,,"64932 Henry Groves Apt. 133
South Valerieside, CA 34220",PACKA,0.0,37,,9305731,133378
11705,Alexandra Hernandez,Regina Lynch,PLAAT,LB09,S355M,S355MC,T6337,2.0,4000.0,1500.0,20,4000.0,1513.0,"19,91","2843,47",3,,4536951,402,192611820,30,511680,72,750.0,1940.0,1513.0,1513.0,3973,2020-06-03,2020-06-05,83,,,,494981,DECOILEN,3,DE,41,0.0,0.0,0.0,,,,"452 Torres Square
Vanessaland, NV 67584",PACKA,0.0,0,,72580636,1
11706,Edward Carpenter,Mike Parsons,PLAAT,LB09,S355M,S355MC,T6337,3.0,4000.0,1500.0,20,4000.0,1513.0,"19,91","2843,47",3,,4536951,90776,929,634069,869,2477,750.0,1940.0,1513.0,1513.0,4387148,2020-06-03,2020-06-05,5410914,,,,58771,DECOILEN,3,DE,819916367,0.0,0.0,0.0,,,,"652 Marshall Court
Shannonport, CO 82844",PACKA,0.0,7,,32627,439
11707,Valerie Deleon,Ariana Ingram,PLAAT,LB09,S355M,S355MC,T6337,4.0,4000.0,1500.0,20,4000.0,1513.0,"19,91","2843,47",3,,4536951,71935701,7620231,29303897,18,78339,750.0,1940.0,1513.0,1513.0,44624028,2020-06-03,2020-06-05,26,,,,460,DECOILEN,3,DE,84773,0.0,0.0,0.0,,,,"982 Buck Meadow
Cohenton, ID 18598",PACKA,0.0,6536345,,98,251301
11708,Colton Chung,Cristian Blair,PLAAT,LB09,S355M,S355MC,T6337,5.0,4000.0,1500.0,20,4000.0,1513.0,"19,91","2843,47",3,,4536951,101874876,481641,3,45,16991,750.0,1940.0,1513.0,1513.0,35257,2020-06-03,2020-06-05,953933,,,,5649564,DECOILEN,3,DE,2,0.0,0.0,0.0,,,,"83080 Miller Passage Suite 494
Lake Williamside, NC 87777",PACKA,0.0,35048,,92905676,9701
11709,Jessica Hebert,Ann Gillespie,COILS,MGZN,S355M,S355MC,T6338,0.0,0.0,1500.0,"9,95",0.0,1517.0,"9,93",29760,1,,4622171,839737,1,185299,79172768,6,750.0,1940.0,1517.0,1517.0,129858,2020-05-29,2020-06-02,6,,,,4529,,,,46,0.0,0.0,0.0,,,,"46839 Foster Parkways Suite 779
Lauramouth, IA 11805",onbekend,,74524490,,2,14506587
11710,Scott Cobb,Sheila Horton,COILS,MGZN,S355M,S355MC,T6339,0.0,0.0,1500.0,"9,95",0.0,1515.0,"9,85",29760,1,,4622181,4373,72703,30947,3103804,429835,736.0,1935.0,1515.0,1515.0,8,2020-06-02,2020-06-03,78061826,,,,90175429,,,,649989,0.0,0.0,0.0,,,,"33685 Mitchell Trail
Noahport, UT 50329",onbekend,,806041,,541324137,789
11711,Patrick Martinez,Susan Frye,PLAAT,LC46,S355M,S355MC,T6340,5.0,2000.0,1000.0,8,2000.0,1000.0,"7,91","2530,58",20,,4H80680,2487,4,92,82365416,739148924,740.0,1985.0,1025.0,1025.0,6297,2020-06-02,2020-06-03,62779366,,,,6330211,DECOILEN,3,DE,644,0.0,0.0,1.0,,,,"624 Rebecca Via
Port Angelaside, DE 47720",PACKA,1.0,311013058,,47668344,802
11712,Philip Wilson,Bobby Hanson,PLAAT,LC46,S355M,S355MC,T6340,6.0,2000.0,1000.0,8,2000.0,1000.0,"7,91","2530,58",20,,4H80680,32,88157606,25415,1695,23045,740.0,1985.0,1025.0,1025.0,6588175,2020-06-02,2020-06-03,4,,,,9058651,DECOILEN,3,DE,164319,0.0,0.0,1.0,,,,"62196 Murillo Mountain
Tiffanyhaven, ID 84800",PACKA,1.0,30684742,,991,7560
11713,Charlotte Gibson,Beth Perez,PLAAT,LC46,S355M,S355MC,T6340,7.0,2000.0,1000.0,8,2000.0,1000.0,"7,91","2530,58",20,,4H80680,915692,732892164,636307,22988731,151086008,740.0,1985.0,1025.0,1025.0,713358678,2020-06-02,2020-06-03,53,,,,33,DECOILEN,3,DE,684916,0.0,0.0,1.0,,,,"41362 Sean Isle
Palmerburgh, LA 67478",PACKA,1.0,200221,,6,35052
11714,Ryan Carey,Manuel Thompson,PLAAT,LC46,S355M,S355MC,T6340,8.0,2000.0,1000.0,8,2000.0,1000.0,"7,91","1518,35",12,,4H80680,89721811,94,39037,69628203,59965942,740.0,1985.0,1025.0,1025.0,8458,2020-06-02,2020-06-03,1219382,,,,8,DECOILEN,3,DE,7,0.0,0.0,1.0,,,,"31083 Matthew Lane
New Rhondaview, MT 98540",PACKA,1.0,8355246,,8,34984923
11715,Jessica Phillips,Mary Roberts,PLAAT,NL09,D240Y,SSAB Domex2440YPB,T6341,2.0,3000.0,1501.0,"15,02",3000.0,1501.0,"15,02","2132,73",4,"2132,73",472500,68098,3795,70845,7,941102,,,,,8437,2020-05-29,2020-05-29,70356495,VERPAKKEN,3,BE+VP,45017,VERPAKKEN,3,BE+VP,2706659,1.0,1.0,0.0,,2363430001,2020-06-17,"418 Jacob Plaza Suite 651
Samuelmouth, MT 41376",PACKI,0.0,13203,,457,21413
11716,Sharon Williams,Michelle Jacobs,PLAAT,NL09,D240Y,SSAB Domex2440YPB,T6341,3.0,3000.0,1501.0,"15,02",3000.0,1501.0,"15,02","2132,73",4,"2132,73",472500,991,229,76573057,364844978,435195,,,,,56,2020-05-29,2020-05-29,6893,VERPAKKEN,3,BE+VP,84329719,VERPAKKEN,3,BE+VP,78897,1.0,1.0,0.0,,2363430001,2020-06-17,"Unit 7462 Box 0657
DPO AE 58242",PACKI,0.0,85,,4470186,111800741
11717,Jeffrey Mckinney,Christopher Smith,PLAAT,NL09,D240Y,SSAB Domex2440YPB,T6341,4.0,3000.0,1501.0,"15,02",3000.0,1501.0,"15,02","2132,73",4,"2132,73",472500,854619810,31719124,0,3,1,,,,,37,2020-05-29,2020-05-29,33428,VERPAKKEN,3,BE+VP,622419886,VERPAKKEN,3,BE+VP,140697,1.0,1.0,0.0,,2363430001,2020-06-17,"8876 Neil Highway Suite 897
Lake Michael, AL 84806",PACKI,0.0,7671,,8830,9023128
11718,Christopher Johnson,Jennifer Carter,PLAAT,NL09,D240Y,SSAB Domex2440YPB,T6341,5.0,3000.0,1501.0,"15,02",3000.0,1501.0,"15,02","2132,73",4,"2132,73",472500,6118733,5942,145683767,3960146,799122352,,,,,60910196,2020-05-29,2020-05-29,350345373,VERPAKKEN,3,BE+VP,3279,VERPAKKEN,3,BE+VP,4171323,1.0,1.0,0.0,,2363430001,2020-06-17,"44501 Darrell Orchard
East Cindy, WY 64666",PACKI,0.0,3800055,,9963,63
11719,Robert Holland,Lisa Lewis,PLAAT,NL02,D240Y,SSAB Domex2440YPB,T6341,6.0,3000.0,1501.0,"15,02",3000.0,1501.0,"15,02","2132,73",4,"2132,73",472500,57345,2,90214225,7,56468798,,,,,260223,2020-05-29,2020-06-04,85,VERPAKKEN,3,BE+VP,805,VERPAKKEN,3,BE+VP,85,1.0,1.0,0.0,,2363430001,2020-06-17,"1127 Sanchez Hill Suite 605
Millerhaven, MO 43869",PACKI,0.0,7683621,,872748,836
11720,Peter House,Sydney Phillips,PLAAT,NL02,D240Y,SSAB Domex2440YPB,T6341,7.0,3000.0,1501.0,"15,02",3000.0,1501.0,"15,02","2132,73",4,"2132,73",472500,53566,205,47738,9,643400169,,,,,659,2020-05-29,2020-06-04,630056,VERPAKKEN,3,BE+VP,736563332,VERPAKKEN,3,BE+VP,363,1.0,1.0,0.0,,2363430001,2020-06-17,"88525 Christine Points
Edwardsside, FM 87748",PACKI,0.0,70,,2065913,2
11721,Jennifer Brown,Chad Henson,PLAAT,NL02,D240Y,SSAB Domex2440YPB,T6341,8.0,3000.0,1501.0,"15,02",3000.0,1501.0,"15,02","2132,73",4,"2132,73",472500,1460,20420,3596,15319713,692,,,,,10958,2020-05-29,2020-06-04,18,VERPAKKEN,3,BE+VP,1929384,VERPAKKEN,3,BE+VP,580263442,1.0,1.0,0.0,,2363430001,2020-06-17,"6039 Watson Haven
Kimfurt, KS 78598",PACKI,0.0,55197181,,52385,4529
11722,Jennifer Walker,Donald Palmer,PLAAT,NL02,D240Y,SSAB Domex2440YPB,T6341,9.0,3000.0,1501.0,"15,02",3000.0,1501.0,"15,02","2132,73",4,"2132,73",472500,79981,992009797,57175,9,79370299,,,,,502059,2020-05-29,2020-06-04,66,VERPAKKEN,3,BE+VP,84085,VERPAKKEN,3,BE+VP,317791,1.0,1.0,0.0,,2363430001,2020-06-17,"604 Oneal Track
Riveraport, WV 51439",PACKI,0.0,374077724,,98837,23
11723,Melissa Velez,David Garrett,PLAAT,NL09,D240Y,SSAB Domex2440YPB,T6341,10.0,3000.0,1501.0,"15,02",3000.0,1501.0,"15,02","2132,73",4,"2132,73",472500,87649954,32475,70109777,39930,4368,,,,,4340653,2020-05-29,2020-05-29,65788558,VERPAKKEN,3,BE+VP,88076,VERPAKKEN,3,BE+VP,520,1.0,1.0,0.0,,2363430001,2020-06-17,"42703 Walker Road Apt. 681
Fullerport, AR 49381",PACKI,0.0,7,,4,2051958
11724,Michael Davis,Mary Taylor,PLAAT,NL09,D240Y,SSAB Domex2440YPB,T6341,11.0,3000.0,1501.0,"15,02",3000.0,1501.0,"15,02","2132,73",4,"2132,73",472500,94761,1312677,4569137,421195,697933633,,,,,685768785,2020-05-29,2020-05-29,26427431,VERPAKKEN,3,BE+VP,80,VERPAKKEN,3,BE+VP,8062,1.0,1.0,0.0,,2363430001,2020-06-17,"83056 Kirby Lights
Kathryntown, KY 18729",PACKI,0.0,93734,,7174,1
11725,Christopher Ford,Lindsey Wilson,PLAAT,NL09,D240Y,SSAB Domex2440YPB,T6341,12.0,3000.0,1501.0,"15,02",3000.0,1501.0,"15,02","2132,7",4,"2132,7",472500,892,983769018,64077,976,208016,,,,,5182279,2020-05-29,2020-05-29,5685954,VERPAKKEN,3,BE+VP,4,VERPAKKEN,3,BE+VP,124,1.0,1.0,0.0,,2363430001,2020-06-17,"21540 Chavez Falls
Simonview, KS 35038",PACKI,0.0,2421,,45053769,847533
11726,Lee Powell,Carol Blackwell,PLAAT,BEIT,HD400,HD 440,T6342,1.0,3000.0,1500.0,10,3000.0,1500.0,10,13480,38,,B93081,3803,565,248278,2688,4284,,,,,9863,2020-05-28,2020-05-28,439,BEITSEN,P,BE+VP,132264,,,,4075773,0.0,0.0,0.0,,,,"384 Alex Island Suite 318
East Dawnton, OK 37937",onbekend,,299,,33,218
11727,Kim Jones,Mark Moore,PLAAT,BEIT,HD400,HD440,T6343,1.0,3000.0,1500.0,12,3000.0,1500.0,12,8480,20,,B93050B,650893,3,6052811,6560121,7,,,,,1,2020-05-28,2020-05-28,2283,BEITSEN,P,BE+VP,593883,,,,38551,0.0,0.0,0.0,,,,"64767 Mary Road Apt. 765
Andreshire, LA 94520",onbekend,,11,,2609,71283
11728,Sandra Wong,Tanya Miller,PLAAT,LC50,S235J,S235JR,T6344,1.0,2000.0,1000.0,20,2000.0,1013.0,20,"2544,66",8,,D030914,726396549,355,66083303,701,908312650,750.0,1903.0,1013.0,1013.0,482177,2020-06-04,2020-06-05,750782,,,,7509148,DECOILEN,3,DE,302,0.0,0.0,0.0,,,,"361 Jones Street
Davidview, CO 72126",PACKA,0.0,81,,4,215777516
11729,Jermaine Jackson,Carol Hodges,PLAAT,LC50,S235J,S235JR,T6344,2.0,2000.0,1000.0,20,2000.0,1013.0,20,"2544,66",8,,D030914,73030,5,1,3229,612821637,750.0,1903.0,1013.0,1013.0,2,2020-06-04,2020-06-05,55,,,,284957255,DECOILEN,3,DE,466,0.0,0.0,0.0,,,,"963 Derek Mission
Halestad, HI 07641",PACKA,0.0,61585202,,8964391,887897826
11730,Bernard Henderson,Michelle Singh,PLAAT,LC39,S235J,S235JR,T6344,3.0,2000.0,1000.0,20,2000.0,1013.0,20,"2544,66",8,"2544,66",D030914,3832090,76,4926910,583734,109656,750.0,1903.0,1013.0,1013.0,4291354,2020-06-04,2020-06-05,229,,,,1951,DECOILEN,3,DE,744836,0.0,0.0,0.0,,2201375-001,2020-06-04,"8704 Debbie Grove Suite 374
New Lisa, NM 59515",PACKA,0.0,41,,0,56
11731,Corey Sherman,Amanda Williams,PLAAT,LC50,S235J,S235JR,T6344,4.0,2000.0,1000.0,20,2000.0,1013.0,20,"2544,66",8,,D030914,310009,951,12,649,337,750.0,1903.0,1013.0,1013.0,848443891,2020-06-04,2020-06-05,665597999,,,,762197,DECOILEN,3,DE,1183894,0.0,0.0,0.0,,,,"42317 Turner Stravenue Suite 530
North Emily, MP 43008",PACKA,0.0,4,,68700548,8298233
11732,Daniel Parker,Donna Jones,PLAAT,LC49,S235J,S235JR,T6344,5.0,2000.0,1000.0,20,2000.0,1013.0,20,"2544,66",8,,D030914,430205,938,32463644,61047804,322755671,750.0,1903.0,1013.0,1013.0,33,2020-06-04,2020-06-04,96,,,,6682,DECOILEN,3,DE,79,0.0,0.0,0.0,,,,"83492 Rebecca Via Suite 859
Loriville, IL 89526",PACKA,0.0,75631787,,728282060,48896369
11733,Dennis Carter,Amy Stewart,PLAAT,LC50,S235J,S235JR,T6344,6.0,2000.0,1000.0,20,2000.0,1013.0,20,"2544,66",8,,D030914,144326622,780536,9835282,88215,8,750.0,1903.0,1013.0,1013.0,3,2020-06-04,2020-06-05,35427,,,,5,DECOILEN,3,DE,6,0.0,0.0,0.0,,,,"4017 Barnes Groves Suite 433
Port Krystalchester, NV 99686",PACKA,0.0,598871,,789060,91949612
11734,Joshua Martinez,David Rodriguez,PLAAT,LC50,S235J,S235JR,T6344,7.0,2000.0,1000.0,20,2000.0,1013.0,20,"1908,5",6,,D030914,11,55563465,8613173,4,27045,750.0,1903.0,1013.0,1013.0,464112,2020-06-04,2020-06-05,44648837,,,,47,DECOILEN,3,DE,533737,0.0,0.0,0.0,,,,"649 Martin Junction
Carolineside, GA 24725",PACKA,0.0,3365457,,2,6102983
11735,Joseph Curtis,Theresa Sanders,PLAAT,LC50,S235J,S235JR,T6344,8.0,2000.0,1000.0,20,2000.0,1013.0,20,"1272,34",4,,D030914,89119068,9314182,5948288,27069,1,750.0,1903.0,1013.0,1013.0,938,2020-06-04,2020-06-05,9,,,,4242,DECOILEN,3,DE,96891,0.0,0.0,0.0,,,,"14944 Paul Club
South Julian, NY 95922",PACKA,0.0,324904888,,135646236,388049
11736,Andrew Gallagher,Cynthia Mays,COILS,MGZN,E690T,E690TM,T6345,0.0,0.0,1500.0,3,0.0,1517.0,"3,07",31780,1,,1849079,4292,0,24,7,47939,750.0,1995.0,1517.0,1517.0,52681024,2020-05-27,2020-05-28,47,DECOILEN,1,DE,202124,,,,5,0.0,0.0,0.0,,,,"Unit 4832 Box 6290
DPO AA 39568",onbekend,,13,4500027679,4517,18
11737,Mary Adams,Gail Gutierrez,COILS,MGZN,S355J,S355JR+AR,T6346,0.0,0.0,1520.0,"5,95",0.0,1527.0,"6,01",14940,1,,4063631,43,4,575392447,2007,580,750.0,1465.0,1527.0,1527.0,202,2020-05-27,2020-05-28,62,,,,993106721,,,,221289,0.0,0.0,0.0,,,,"2439 Robertson Trace
Ashleyfort, NY 47749",onbekend,,8077,,74437,40
11738,Denise Clark,Andrew Baxter,PLAAT,NL15,S420,S420ML GG,T6347,2.0,3000.0,1500.0,20,3000.0,1500.0,20,"2151,18",3,,41009722A,860682988,65,72,2449070,17422142,,,,,3917518,2020-06-05,2020-06-05,3087,VERPAKKEN,3,BE+VP,3626,VERPAKKEN,3,BE+VP,86848,1.0,1.0,0.0,,,,"039 Williams Shoal
West Michelleview, CT 05850",PACKE,0.0,72278494,,28780,226
11739,Paige Wood,Tammy Rogers,PLAAT,NL15,S420,S420ML GG,T6347,3.0,3000.0,1500.0,20,3000.0,1500.0,20,"2151,18",3,,41009722A,3466,1532,430659,9210000,718,,,,,76296946,2020-06-05,2020-06-05,753688,VERPAKKEN,3,BE+VP,9769401,VERPAKKEN,3,BE+VP,853,1.0,1.0,0.0,,,,"6897 Casey Village
Eriktown, RI 58753",PACKE,0.0,70,,0,93
11740,Dr. Erin Williams,David Palmer,PLAAT,NL15,S420,S420ML GG,T6347,4.0,3000.0,1500.0,20,3000.0,1500.0,20,"2151,18",3,,41009722A,1,7732178,632,50,430728,,,,,4,2020-06-05,2020-06-05,60,VERPAKKEN,3,BE+VP,10891,VERPAKKEN,3,BE+VP,57,1.0,1.0,0.0,,,,"9146 Peggy Prairie Suite 501
Lake Johnfort, MS 50077",PACKE,0.0,468525,,380,89898
11741,Ashley Arnold,Christopher Little,PLAAT,NL15,S420,S420ML GG,T6347,5.0,3000.0,1500.0,20,3000.0,1500.0,20,"2151,18",3,,41009722A,595,773838,979509577,2,50705,,,,,65,2020-06-05,2020-06-05,35277486,VERPAKKEN,3,BE+VP,4250,VERPAKKEN,3,BE+VP,9,1.0,1.0,0.0,,,,"87288 Taylor Bridge
Stacyberg, OH 24731",PACKE,0.0,1420,,4,813
11742,Claudia Watts,Michelle Gonzalez,PLAAT,NL15,S420,S420ML GG,T6347,6.0,3000.0,1500.0,20,3000.0,1500.0,20,"2151,18",3,,41009722A,58370,133944,929091633,7971986,376988,,,,,6,2020-06-05,2020-06-05,2,VERPAKKEN,3,BE+VP,2659921,VERPAKKEN,3,BE+VP,0,1.0,1.0,0.0,,,,"PSC 6746, Box 1246
APO AP 10901",PACKE,0.0,969466182,,120383,1
11743,Debra Ross,Christian Lee,PLAAT,NL15,S420,S420ML GG,T6347,7.0,3000.0,1500.0,20,3000.0,1500.0,20,"2151,18",3,,41009722A,967300036,421,98406,432,8633,,,,,41,2020-06-05,2020-06-05,6,VERPAKKEN,3,BE+VP,28348,VERPAKKEN,3,BE+VP,43,1.0,1.0,0.0,,,,"USCGC Bell
FPO AE 81900",PACKE,0.0,157901739,,99179,56
11744,Fernando Swanson,Tiffany Gutierrez,PLAAT,NL15,S420,S420ML GG,T6347,8.0,3000.0,1500.0,20,3000.0,1500.0,20,"2151,18",3,,41009722A,9343121,393446444,40209984,656972,8438,,,,,50612078,2020-06-05,2020-06-05,3990458,VERPAKKEN,3,BE+VP,9031,VERPAKKEN,3,BE+VP,6957,1.0,1.0,0.0,,,,"67062 Parker Light Suite 973
Port Jeffrey, MP 31982",PACKE,0.0,57179,,82,25
11745,Megan Strickland,Diana Jennings,PLAAT,NL15,S420,S420ML GG,T6347,9.0,3000.0,1500.0,20,3000.0,1500.0,20,"2151,18",3,,41009722A,65333772,28797519,10681939,5748053,26721,,,,,540344183,2020-06-05,2020-06-05,65,VERPAKKEN,3,BE+VP,81312,VERPAKKEN,3,BE+VP,6,1.0,1.0,0.0,,,,"71643 Jimenez Shoals Apt. 657
New Bryan, PR 64320",PACKE,0.0,856271,,704633127,5082192
11746,Michelle Campos,Anthony Le,PLAAT,NL15,S420,S420ML GG,T6347,10.0,3000.0,1500.0,20,3000.0,1500.0,20,"2151,18",3,,41009722A,6391477,366235569,4600,2,617,,,,,4,2020-06-05,2020-06-05,8,VERPAKKEN,3,BE+VP,315726,VERPAKKEN,3,BE+VP,727480712,1.0,1.0,0.0,,,,"2143 Johnston Forges Suite 179
South Jason, ID 26039",PACKE,0.0,33015,,3109709,2071019
11747,David Walker,Brandon Leonard,PLAAT,NL15,S420,S420ML GG,T6347,11.0,3000.0,1500.0,20,3000.0,1500.0,20,"2151,18",3,,41009722A,10953853,0,6838,2912119,4,,,,,29975,2020-06-05,2020-06-05,9420459,VERPAKKEN,3,BE+VP,80754,VERPAKKEN,3,BE+VP,577843,1.0,1.0,0.0,,,,"595 Wilson Field
South Kathleen, OK 07848",PACKE,0.0,7893,,903402,4199
11748,Erica Choi,Nicole Ellis,PLAAT,NL15,S420,S420ML GG,T6347,12.0,3000.0,1500.0,20,3000.0,1500.0,20,"1434,12",2,,41009722A,6,30,7378,11,5457669,,,,,12066501,2020-06-05,2020-06-05,86988,VERPAKKEN,3,BE+VP,4976,VERPAKKEN,3,BE+VP,103831640,1.0,1.0,0.0,,,,"4220 Woodard Fords
Casehaven, MN 56022",PACKE,0.0,4704,,79861,73293516
11749,Brandon Cummings,Jennifer Smith,PLAAT,NL15,S420,S420ML GG,T6347,13.0,3000.0,1500.0,20,3000.0,1500.0,20,"1434,08",2,,41009722A,3,825700618,36026183,4,850929,,,,,47025674,2020-06-05,2020-06-05,31300012,VERPAKKEN,3,BE+VP,607,VERPAKKEN,3,BE+VP,171610,1.0,1.0,0.0,,,,"460 Reynolds Track
Port Christystad, MA 10560",PACKE,0.0,53,,990,788
11750,Cheryl Cowan,Jeffrey Duke,PLAAT,NL15,S420,S420ML GG,T6348,2.0,3000.0,1500.0,15,3000.0,1500.0,15,2120,4,,4100972285,493836334,127966141,153980677,506364,580923,,,,,43,2020-06-05,2020-06-05,87121478,VERPAKKEN,3,BE+VP,74,VERPAKKEN,3,BE+VP,827843829,1.0,1.0,0.0,,,,"PSC 5025, Box 7065
APO AP 03365",PACKI,0.0,782053083,,5381,420381
11751,Vicki Gomez,Sandra Hester MD,COILS,MGZN,S235J,S235JR+N,T6431,0.0,0.0,1500.0,15,0.0,1508.0,"14,96",29440,1,,4234681,822,9490,0,7646,402,750.0,1938.0,1508.0,1508.0,542262,2020-05-27,2020-05-28,4713916,,,,121063,,,,2,0.0,0.0,0.0,,,,"500 Martin Coves Apt. 482
Floresmouth, MA 24922",onbekend,,77762480,,46355538,59388
